"Check last 100 debug log records","Verifică ultimele 100 înregistrări din logul de debug"
"Check last 100 error log records","Verifică ultimele 100 înregistrări din logul de erori"
"Run Self-test","Rulează Auto-testarea"
"Check for latest versions","Verifică pentru versiuni noi"
"Please select","Vă rugăm să selectați"
"Day(s)","Zi(le)"
"Week(s)","Săptămână(i)"
"Month(s)","Lună(i)"
"Year(s)","An(i)"
"Times","Ori"
"Infinite","Infinit"
"Enabled","Activat"
"Disabled","Dezactivat"
"Log is empty","Logul este gol"
"Unable to cancel subscription: %1","Nu s-a putut anula abonamentul: %1"
"Subscription with ID ""%1"" has been cancelled","Abonamentul cu ID ""%1"" a fost anulat"
"No id provided","Niciun ID furnizat"
"Please check the Mollie logs for more information","Vă rugăm să verificați logurile Mollie pentru mai multe informații"
"Unable to cancel subscription","Nu s-a putut anula abonamentul"
"My Subscriptions","Abonamentele mele"
"We are unable to restart the subscription","Nu am putut reporni abonamentul"
"Unable to change the price for subscription ""%1""","Nu s-a putut schimba prețul pentru abonamentul ""%1"""
"Subscription ""%1"" canceled, deleted database record with ID ""%2""","Abonament ""%1"" anulat, înregistrarea din baza de date cu ID ""%2"" a fost ștearsă"
"Updated subscription ""%1"" to price ""%2""","Abonamentul ""%1"" a fost actualizat la prețul ""%2"""
"Use Config Settings","Utilizează setările de configurare"
"Cron settings can't be saved","Setările Cron nu pot fi salvate"
"Could not save the subscriptionToProduct: %1","Nu s-a putut salva subscriptionToProduct: %1"
"subscription_to_product with id ""%1"" does not exist.","subscription_to_product cu id ""%1"" nu există."
"Subscription for customer %1 and product %2 not found","Abonamentul pentru clientul %1 și produsul %2 nu a fost găsit"
"Could not delete the subscription_to_product: %1","Nu s-a putut șterge subscription_to_product: %1"
"Please select a subscription before adding the product to your cart.","Vă rugăm să selectați un abonament înainte de a adăuga produsul în coș."
"You already have a subscription to this product.","Aveți deja un abonament pentru acest produs."
"Exception while adding the subscription buttons:","Excepție în timpul adăugării butoanelor de abonament:"
"You already have a subscription to ""%1"". This product has been removed from your cart.","Aveți deja un abonament pentru ""%1"". Acest produs a fost eliminat din coșul dumneavoastră."
"Subscription with ID ""%1"" is not active anymore, deleting record with ID ""%2""","Abonamentul cu ID ""%1"" nu mai este activ, se șterge înregistrarea cu ID ""%2"""
"Payment with ID %1 not found in any store view","Plata cu ID %1 nu a fost găsită în nicio vizualizare de magazin"
"Every day","În fiecare zi"
"Every %1 days","La fiecare %1 zile"
"Every week","În fiecare săptămână"
"Every %1 weeks","La fiecare %1 săptămâni"
"Every month","În fiecare lună"
"Every %1 months","La fiecare %1 luni"
"Every year","În fiecare an"
"Every %1 years","La fiecare %1 ani"
"Every %1 %2","La fiecare %1 %2"
"Cancel","Anulează"
"Delete","Șterge"
"Are you sure you want to delete this record?","Sunteți sigur că doriți să ștergeți această înregistrare?"
"Manual & Support","Manual și Suport"
"You have no active subscriptions.","Nu aveți abonamente active."
"Orders","Comenzi"
"ID","ID"
"Date","Data"
"Status","Status"
"Description","Descriere"
"Amount","Sumă"
"Action","Acțiune"
"Total","Total"
"Actions","Acțiuni"
"Are you sure you want to delete the subscription with ID %1?","Sunteți sigur că doriți să ștergeți abonamentul cu ID %1?"
"Restart","Repornește"
"One Time Purchase","Achiziție unică"
"Default","Implicit"
"Title","Titlu"
"Repeat Every","Repetă la fiecare"
"Type","Tip"
"Repeat Times","Număr de repetări"
"Repeat Type","Tipul repetării"
"Add Subscription type","Adaugă tip de abonament"
"Previous Page","Pagina anterioară"
"Next Page","Pagina următoare"
"Subscription canceled","Abonament anulat"
"Hello,","Bună ziua,"
"The customer %customerName has canceled a subscription with the description %subscription_description and ID %subscription_id.","Clientul %customerName a anulat un abonament cu descrierea %subscription_description și ID-ul %subscription_id."
"Thanks again,","Vă mulțumim din nou,"
"%store_name","%store_name"
"Dear %name,","Stimate %name,"
"We confirm that you canceled the subscription with ID %subscription_id.","Confirmăm că ați anulat abonamentul cu ID-ul %subscription_id."
"New subscription","Abonament nou"
"The customer %customerName has started a new subscription with the description %description and ID %subscription_id.","Clientul %customerName a început un abonament nou cu descrierea %description și ID-ul %subscription_id."
"Your new subscription","Abonamentul tău nou"
"Good news! We confirm your subscription to %product_name. The next order will be sent on its way to you on %nextPaymentDate.","Vești bune! Confirmăm abonamentul tău la %product_name. Următoarea comandă va fi trimisă către tine pe %nextPaymentDate."
"Upcoming subscription renewal from %store_name","Urmează reînnoirea abonamentului de la %store_name"
"We are very excited to get your %product_name subscription ready for %nextPaymentDate!","Suntem foarte încântați să pregătim abonamentul tău pentru %product_name pentru data de %nextPaymentDate!"
"This email is a reminder that a subscription fee of %amount_value will be charged on the same date.","Acest e-mail este un memento că o taxă de abonament de %amount_value va fi încasată la aceeași dată."
"If you would like to pause or cancel your subscription or make any other changes, you can always do so by logging into your %store_name account.","Dacă doriți să întrerupeți sau să anulați abonamentul sau să faceți orice alte modificări, puteți face acest lucru oricând autentificându-vă în contul dumneavoastră %store_name."
"All our best,","Toate cele bune,"
"Subscription restarted","Abonament repornit"
"The customer %customerName has re-started a subscription with the description %subscriptionDescription.","Clientul %customerName a repornit un abonament cu descrierea %subscriptionDescription."
"We confirm that you restarted the subscription on %product_name.","Confirmăm că ați repornit abonamentul pentru %product_name."
"Passed","Succes"
"Failed","Eșuat"
"Great, you are using the latest version.","Excelent, folosiți ultima versiune."
"There is a new version available <span>(%1)</span> see <button type=""button"" id=""mollie-subscriptions-button_changelog"">changelog</button>.","Există o versiune nouă disponibilă <span>(%1)</span> vezi <button type=""button"" id=""mollie-subscriptions-button_changelog"">changelog</button>."
"last 100 debug log lines","ultimele 100 linii din logul de debug"
"download as .txt file","descarcă ca fișier .txt"
"ok","ok"
"last 100 error log records","ultimele 100 înregistrări din logul de erori"
"Self-test","Auto-test"
"Show more.","Arată mai mult."
"Show less.","Arată mai puțin."
"Not all payments methods are available when ordering subscription products.","Nu toate metodele de plată sunt disponibile atunci când comandați produse pe bază de abonament."
"View active Mollie subscriptions","Vezi abonamentele Mollie active"
"Mollie Subscriptions","Abonamente Mollie"
"View active subscriptions","Vezi abonamentele active"
"Subscriptions","Abonamente"
"Branding","Branding"
"Debug & Logging","Debug și Jurnalizare"
"Logging","Jurnalizare"
"Debug Mode","Mod Debug"
"Emails","E-mailuri"
"Disable new order confirmation","Dezactivează confirmarea comenzii noi"
"Send admin email on new subscription?","Trimite e-mail administratorului la un abonament nou?"
"Subscription notification template for admin","Șablon notificare abonament pentru administrator"
"Send customer email on new subscription?","Trimite e-mail clientului la un abonament nou?"
"Subscription notification template for customer","Șablon notificare abonament pentru client"
"Send admin email on restart of a subscription?","Trimite e-mail administratorului la repornirea unui abonament?"
"Send customer email on restart of a subscription?","Trimite e-mail clientului la repornirea unui abonament?"
"Restart subscription notification template for customer","Șablon notificare repornire abonament pentru client"
"Send admin email on subscription cancel?","Trimite e-mail administratorului la anularea unui abonament?"
"Cancel subscription notification template for admin","Șablon notificare anulare abonament pentru administrator"
"Send customer email on subscription cancel?","Trimite e-mail clientului la anularea unui abonament?"
"Cancel subscription notification template for customer","Șablon notificare anulare abonament pentru client"
"General","General"
"Version","Versiune"
"Shipping method","Metodă de livrare"
"Allow one-time purchase for products?","Permite achiziția unică pentru produse?"
"Pre-payment reminder email","E-mail memento pre-plată"
"Email template","Șablon e-mail"
"Send BCC to","Trimite BCC către"
"<strong>Optional</strong> Comma separated list of emailaddresses. Leave empty to disable.","<strong>Opțional</strong> Listă de adrese de e-mail separate prin virgulă. Lăsați gol pentru a dezactiva."
"Days before reminder","Zile înainte de memento"
"Cron time","Ora Cron"
"All Store Views","Toate vizualizările de magazin"
"Store View","Vizualizare magazin"
"First Payment Date","Data primei plăți"
"Customer Name","Nume client"
"Next Payment at","Următoarea plată la"
"Pre-Payment Reminder","Memento pre-plată"
